ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE;IDADE_ANOS;MOMENTO_VIDA;VL_TOTAL_RECEBIDO;VL_TOTAL_PAGO
CNPJ_06987;240518;7442;2022-02-10;Administração pública;2025-05-31;3;Expansão;16591;0
CNPJ_06988;16315031;1312867;2001-11-26;Fabricação de produtos químicos;2025-05-31;24;Declínio;0;77
CNPJ_06989;231531;18077;2022-07-11;Atividades hospitalares;2025-05-31;3;Expansão;223;47
CNPJ_06974;1794093;-79461;2021-12-24;Fabricação de automóveis;2025-05-31;3;Expansão;10686;0
CNPJ_06973;1584335;-113674;2018-04-05;Comércio varejista de combustíveis;2025-05-31;7;Maturidade;3954;6608
CNPJ_06972;426737;41590;2016-01-26;Cultivo de milho;2025-05-31;9;Maturidade;2085661;527757
CNPJ_06971;1161445;-37680;2021-01-09;Padaria e confeitaria;2025-05-31;4;Expansão;4729;2283
CNPJ_06955;216617;-13818;2022-11-18;Fabricação de móveis;2025-05-31;3;Expansão;10613383;8995158
CNPJ_06956;186322454;18394417;2006-09-21;Comércio varejista de alimentos;2025-05-31;19;Declínio;18;0
CNPJ_06957;235725;10550;2021-06-09;Comércio varejista de alimentos;2025-05-31;4;Expansão;0;0
CNPJ_06958;12444964;-717318;2002-04-27;Cultivo de arroz;2025-05-31;23;Declínio;0;0
CNPJ_06959;3501540;-89526;2020-01-11;Montagem industrial;2025-05-31;5;Maturidade;0;2704
CNPJ_06960;229978;-15101;2019-10-31;Fabricação de caminhões e ônibus;2025-05-31;6;Maturidade;9196;0
CNPJ_06961;3388231;289039;2010-04-22;Restaurantes e similares;2025-05-31;15;Declínio;60;0
CNPJ_06990;695548;-46249;2014-03-29;Comércio atacadista de tecidos;2025-05-31;11;Declínio;886087;285216
CNPJ_06962;2426333;203922;2021-04-15;Padaria e confeitaria;2025-05-31;4;Expansão;0;39
CNPJ_06964;14404806;625815;2010-08-20;Planos de saúde;2025-05-31;15;Declínio;93247;84279
CNPJ_06965;2973497;-132233;2014-10-19;Consultoria empresarial;2025-05-31;11;Declínio;0;76
CNPJ_06966;64716;1010;2023-08-25;Engenharia civil;2025-05-31;2;Expansão;472159;174390
CNPJ_06967;165617;-8066;2022-03-01;Construção de edifícios;2025-05-31;3;Expansão;0;387
CNPJ_06968;52455;-2322;2019-12-30;Telecomunicações sem fio;2025-05-31;5;Maturidade;7227;35434
CNPJ_06969;108043;7195;2019-07-20;Telecomunicações sem fio;2025-05-31;6;Maturidade;28310;12588
CNPJ_06970;140864;3397;2021-04-04;Fabricação de automóveis;2025-05-31;4;Expansão;0;0
CNPJ_06963;224571;-32930;2022-03-23;Fabricação de papel;2025-05-31;3;Expansão;775;0
CNPJ_06954;159135;10241;2021-01-15;Comércio atacadista de bebidas;2025-05-31;4;Expansão;0;68
CNPJ_06991;1871819;-85258;2015-05-28;Fabricação de móveis;2025-05-31;10;Declínio;0;39
CNPJ_06993;2192504;184144;2014-10-13;Saneamento básico;2025-05-31;11;Declínio;4319;6300
CNPJ_07014;1452179;29601;2016-02-04;Armazenamento geral;2025-05-31;9;Maturidade;0;7698
CNPJ_07015;2736118;-135547;2022-12-18;Construção de barragens;2025-05-31;2;Expansão;0;92
CNPJ_07016;55896384;5581104;2007-12-18;Serviços de tecnologia da informação;2025-05-31;17;Declínio;1366479;567565
CNPJ_07017;147876;-13149;2019-08-26;Planos de saúde;2025-05-31;6;Maturidade;56;757
CNPJ_07018;2169342;-140789;2020-02-15;Comércio atacadista de tecidos;2025-05-31;5;Maturidade;0;24
CNPJ_07019;1148998;91344;2022-08-03;Fabricação de produtos químicos;2025-05-31;3;Expansão;0;33400
CNPJ_07020;169920;17961;2021-03-16;Fabricação de caminhões e ônibus;2025-05-31;4;Expansão;0;87
CNPJ_07021;28542414;3653524;2010-07-12;Cultivo de milho;2025-05-31;15;Declínio;0;0
CNPJ_07022;245678;-11094;2023-11-28;Extração de minério de ferro;2025-05-31;2;Expansão;1531;0
CNPJ_07023;115307337;8887758;2001-02-22;Produção de alumínio;2025-05-31;24;Declínio;0;201
CNPJ_07024;2102384;34522;2017-03-06;Seguros de vida;2025-05-31;8;Maturidade;0;0
CNPJ_07025;1461759;47415;2019-09-18;Produção cinematográfica;2025-05-31;6;Maturidade;3103;0
CNPJ_07026;2969215;-238519;2016-07-20;Comércio varejista de combustíveis;2025-05-31;9;Maturidade;2210;93
CNPJ_07027;160775901;98367;2009-11-10;Produção cinematográfica;2025-05-31;16;Declínio;0;0
CNPJ_07028;1401504;133074;2018-03-02;Educação superior;2025-05-31;7;Maturidade;4290;17298
CNPJ_07013;1612576;-90788;2015-11-21;Fabricação de papel;2025-05-31;10;Declínio;7897;2644
CNPJ_07012;238293;-10251;2023-05-12;Extração de minério de ferro;2025-05-31;2;Expansão;0;410
CNPJ_07011;2103484;47857;2019-01-31;Fabricação de papel;2025-05-31;6;Maturidade;0;3075
CNPJ_07010;264081;-6461;2019-08-22;Televisão aberta;2025-05-31;6;Maturidade;286;28
CNPJ_06994;183866922;-27118720;2015-12-21;Cultivo de trigo;2025-05-31;9;Maturidade;6507;0
CNPJ_06995;103914;10731;2022-01-20;Seguros de vida;2025-05-31;3;Expansão;0;0
CNPJ_06996;148499;6212;2022-07-02;Transporte ferroviário de carga;2025-05-31;3;Expansão;5154789;1424255
CNPJ_06997;1765235;-141946;2020-01-12;Engenharia civil;2025-05-31;5;Maturidade;0;92
CNPJ_06998;911814;-52922;2015-02-20;Seguros de vida;2025-05-31;10;Declínio;90431;1223654
CNPJ_06999;1320243;83496;2018-02-04;Defesa nacional;2025-05-31;7;Maturidade;10026;0
CNPJ_07000;189461;-8541;2023-09-15;Construção de edifícios;2025-05-31;2;Expansão;14036;23312
CNPJ_06992;1892450;87910;2022-07-11;Geração de energia elétrica;2025-05-31;3;Expansão;0;32
CNPJ_07001;26617860;-2753894;2007-10-20;Saneamento básico;2025-05-31;18;Declínio;0;1815
CNPJ_07003;2709246;-187471;2019-08-11;Defesa nacional;2025-05-31;6;Maturidade;628;0
CNPJ_07004;110678;688;2021-10-21;Fabricação de produtos químicos;2025-05-31;4;Expansão;824;0
CNPJ_07005;1729588;-55905;2021-08-20;Cultivo de soja;2025-05-31;4;Expansão;3020;515
CNPJ_07006;332617;850;2019-09-26;Planos de saúde;2025-05-31;6;Maturidade;3890;0
CNPJ_07007;256479;-5988;2023-05-24;Padaria e confeitaria;2025-05-31;2;Expansão;119;63
CNPJ_07008;162283381;15352912;2008-04-29;Transporte rodoviário de carga;2025-05-31;17;Declínio;0;4747
CNPJ_07009;280668;-18529;2021-07-28;Transporte ferroviário de carga;2025-05-31;4;Expansão;0;0
CNPJ_07002;21795327;803340;2005-06-14;Comércio atacadista de calçados;2025-05-31;20;Declínio;10081811;1807910
CNPJ_07029;2982088;87830;2022-03-06;Obras de infraestrutura elétrica;2025-05-31;3;Expansão;345;0
CNPJ_06953;21222567;2061364;2013-02-13;Comércio atacadista de tecidos;2025-05-31;12;Declínio;5060;0
CNPJ_06951;22415574;-1714683;2005-06-20;Restaurantes e similares;2025-05-31;20;Declínio;66;0
CNPJ_06897;303741;-15817;2017-07-10;Transporte ferroviário de carga;2025-05-31;8;Maturidade;311;0
CNPJ_06898;791587;-92703;2020-05-17;Atividades hospitalares;2025-05-31;5;Maturidade;24289;422255
CNPJ_06899;93256231;-7997385;2015-03-09;Geração de energia elétrica;2025-05-31;10;Declínio;0;0
CNPJ_06900;246555;21784;2020-05-09;Cultivo de soja;2025-05-31;5;Maturidade;8842861;3273681
CNPJ_06901;191856;-4494;2023-12-27;Telecomunicações sem fio;2025-05-31;1;Início;0;555
CNPJ_06902;738636;-62508;2015-03-05;Construção de edifícios;2025-05-31;10;Declínio;0;3886
CNPJ_06903;89228304;-6141895;2003-05-07;Montagem industrial;2025-05-31;22;Declínio;231270;160649
CNPJ_06904;738185;-27341;2021-05-15;Construção de edifícios;2025-05-31;4;Expansão;293;0
CNPJ_06905;127494;-472;2019-12-12;Transporte rodoviário de carga;2025-05-31;5;Maturidade;2318035;429622
CNPJ_06906;358784;43834;2017-03-29;Hotéis e pousadas;2025-05-31;8;Maturidade;0;0
CNPJ_06907;389834;34352;2015-11-30;Comércio atacadista de alimentos;2025-05-31;10;Declínio;367570;193376
CNPJ_06908;56321;6646;2023-05-19;Comércio atacadista de calçados;2025-05-31;2;Expansão;938;0
CNPJ_06909;254117;-23613;2022-03-09;Comércio varejista de alimentos;2025-05-31;3;Expansão;0;19
CNPJ_06910;136891;11384;2021-02-23;Televisão aberta;2025-05-31;4;Expansão;345;0
CNPJ_06911;2960374;-162009;2016-10-22;Comércio varejista de alimentos;2025-05-31;9;Maturidade;0;9758
CNPJ_06896;18208475;436161;2010-11-22;Engenharia civil;2025-05-31;15;Declínio;0;0
CNPJ_06895;7977520;319607;2018-04-11;Transporte rodoviário de carga;2025-05-31;7;Maturidade;0;54
CNPJ_06894;179547;-12770;2021-10-08;Televisão aberta;2025-05-31;4;Expansão;3608087;931692
CNPJ_06893;183276;-3057;2021-11-16;Padaria e confeitaria;2025-05-31;4;Expansão;0;0
CNPJ_06877;191313;9644;2020-01-28;Saneamento básico;2025-05-31;5;Maturidade;373;0
CNPJ_06878;1255932;143995;2019-12-03;Extração de petróleo e gás natural;2025-05-31;5;Maturidade;624;0
CNPJ_06879;1695533;-44254;2021-05-26;Administração pública;2025-05-31;4;Expansão;0;778
CNPJ_06880;249638;-25429;2020-04-19;Produção de alumínio;2025-05-31;5;Maturidade;0;5
CNPJ_06881;53682;-4071;2021-04-25;Cultivo de trigo;2025-05-31;4;Expansão;0;9682418
CNPJ_06882;57800;576;2019-11-25;Comércio atacadista de alimentos;2025-05-31;6;Maturidade;0;12558
CNPJ_06883;1160075;-173872;2015-04-05;Montagem industrial;2025-05-31;10;Declínio;0;34
CNPJ_06912;44376303;-1035424;2011-01-31;Construção de edifícios;2025-05-31;14;Declínio;3351;0
CNPJ_06884;2963475;-213391;2014-12-08;Administração pública;2025-05-31;10;Declínio;24;0
CNPJ_06886;2711375;94368;2014-06-24;Comércio atacadista de bebidas;2025-05-31;11;Declínio;8696481;5817351
CNPJ_06887;1236148;-139537;2016-01-12;Comércio atacadista de medicamentos;2025-05-31;9;Maturidade;0;50073
CNPJ_06888;111888858;10493729;1994-03-10;Produção de ferro-gusa;2025-05-31;31;Declínio;0;0
CNPJ_06889;85663425;3548071;1997-11-27;Saneamento básico;2025-05-31;28;Declínio;141;0
CNPJ_06890;2399991;-31591;2015-07-02;Televisão por assinatura;2025-05-31;10;Declínio;10;29
CNPJ_06891;151900567;-1743757;1998-02-24;Atividades hospitalares;2025-05-31;27;Declínio;0;85
CNPJ_06892;1947361;89953;2020-04-02;Transporte rodoviário de carga;2025-05-31;5;Maturidade;5144;604
CNPJ_06885;2374749;128007;2020-12-07;Comércio atacadista de bebidas;2025-05-31;4;Expansão;55332;31413
CNPJ_06952;153646;-2876;2022-06-03;Transporte rodoviário de carga;2025-05-31;3;Expansão;14357434;3330471
CNPJ_06913;117372592;7174998;2014-11-27;Correios e entregas expressas;2025-05-31;11;Declínio;47;0
CNPJ_06915;2700679;112348;2014-08-08;Padaria e confeitaria;2025-05-31;11;Declínio;211;0
CNPJ_06936;70704158;10521805;2000-07-13;Cultivo de soja;2025-05-31;25;Declínio;19586;15975
CNPJ_06937;22364700;2185623;2004-07-26;Cultivo de arroz;2025-05-31;21;Declínio;5949;12561
CNPJ_06938;987903;-46660;2016-09-21;Extração de petróleo e gás natural;2025-05-31;9;Maturidade;172626;17796
CNPJ_06939;970993;-88517;2017-05-20;Construção de edifícios;2025-05-31;8;Maturidade;888;368
CNPJ_06940;151486;-13066;2020-05-30;Extração de petróleo e gás natural;2025-05-31;5;Maturidade;82;0
CNPJ_06941;24015074;-1507083;2005-10-14;Cultivo de trigo;2025-05-31;20;Declínio;0;23
CNPJ_06942;1236737;115294;2021-04-13;Geração de energia elétrica;2025-05-31;4;Expansão;290;0
CNPJ_06943;736216;28826;2020-01-19;Correios e entregas expressas;2025-05-31;5;Maturidade;4703;0
CNPJ_06944;90886745;-12627242;1994-09-06;Geração de energia elétrica;2025-05-31;31;Declínio;60;0
CNPJ_06945;51048125;2003872;2005-02-18;Extração de petróleo e gás natural;2025-05-31;20;Declínio;9397;111
CNPJ_06946;24763924;3466496;2007-12-20;Comércio atacadista de bebidas;2025-05-31;17;Declínio;3140;0
CNPJ_06947;14393390;-930711;2015-08-03;Construção de barragens;2025-05-31;10;Declínio;12175;1298
CNPJ_06948;155383;-13290;2023-11-24;Serviços de tecnologia da informação;2025-05-31;2;Expansão;0;1515
CNPJ_06949;1340264;-44459;2015-06-01;Consultoria empresarial;2025-05-31;10;Declínio;4928;0
CNPJ_06950;87543;421;2021-08-29;Comércio atacadista de bebidas;2025-05-31;4;Expansão;0;21
CNPJ_06935;131551;-4022;2019-08-20;Fabricação de produtos químicos;2025-05-31;6;Maturidade;19;0
CNPJ_06934;100043609;2674856;2005-09-01;Hotéis e pousadas;2025-05-31;20;Declínio;0;253
CNPJ_06933;446039;-28363;2020-02-14;Fabricação de produtos químicos;2025-05-31;5;Maturidade;0;211222
CNPJ_06932;1683980;142430;2018-03-29;Atividades de bancos múltiplos;2025-05-31;7;Maturidade;0;62
CNPJ_06916;20101609;1352423;2013-01-13;Telecomunicações sem fio;2025-05-31;12;Declínio;4371;770
CNPJ_06917;251069;-18417;2021-10-08;Planos de saúde;2025-05-31;4;Expansão;0;8014
CNPJ_06918;446609;41086;2022-07-29;Comércio atacadista de medicamentos;2025-05-31;3;Expansão;0;0
CNPJ_06919;2994725;36679;2018-02-26;Serviços de tecnologia da informação;2025-05-31;7;Maturidade;0;44
CNPJ_06920;1777010;-172179;2022-10-11;Distribuição de energia elétrica;2025-05-31;3;Expansão;2681;4217
CNPJ_06921;30357681;1491559;1996-08-31;Fabricação de automóveis;2025-05-31;29;Declínio;0;132
CNPJ_06922;1041206;-93670;2021-06-07;Transporte rodoviário de carga;2025-05-31;4;Expansão;32;0
CNPJ_06914;2947296;292161;2017-01-05;Correios e entregas expressas;2025-05-31;8;Maturidade;0;0
CNPJ_06923;1060651;33370;2017-01-23;Produção de alumínio;2025-05-31;8;Maturidade;1106;1177
CNPJ_06925;15265225;552255;2001-11-02;Comércio atacadista de bebidas;2025-05-31;24;Declínio;226954;90339
CNPJ_06926;1796919;118272;2018-01-31;Padaria e confeitaria;2025-05-31;7;Maturidade;9050;254
CNPJ_06927;2956218;-137550;2016-08-04;Produção de ferro-gusa;2025-05-31;9;Maturidade;233;110
CNPJ_06928;594181;57263;2018-03-23;Comércio atacadista de bebidas;2025-05-31;7;Maturidade;0;164
CNPJ_06929;2715181;16378;2021-01-07;Comércio varejista de alimentos;2025-05-31;4;Expansão;69;212
CNPJ_06930;2246716;209340;2019-08-03;Televisão aberta;2025-05-31;6;Maturidade;0;0
CNPJ_06931;263644;-6511;2019-03-03;Fabricação de papel;2025-05-31;6;Maturidade;0;3086
CNPJ_06924;722727;-29063;2021-03-14;Construção de barragens;2025-05-31;4;Expansão;0;0
CNPJ_07030;1137423;-80257;2021-07-29;Atividades hospitalares;2025-05-31;4;Expansão;311;0
CNPJ_07031;28201929;2777218;2013-07-09;Distribuição de energia elétrica;2025-05-31;12;Declínio;0;39
CNPJ_07032;2933502;-112839;2018-06-14;Extração de minério de ferro;2025-05-31;7;Maturidade;88;0
CNPJ_07132;1412322;16627;2015-12-05;Transporte ferroviário de carga;2025-05-31;9;Maturidade;481347;129352
CNPJ_07133;199055;4139;2023-04-10;Restaurantes e similares;2025-05-31;2;Expansão;0;0
CNPJ_07134;2947100;405460;2014-04-08;Comércio varejista de alimentos;2025-05-31;11;Declínio;9268;0
CNPJ_07135;287955;-18407;2020-05-30;Comércio atacadista de calçados;2025-05-31;5;Maturidade;66;0
CNPJ_07136;2764729;46665;2016-02-10;Extração de petróleo e gás natural;2025-05-31;9;Maturidade;4420;449
CNPJ_07137;1016687;-93808;2019-02-01;Distribuição de energia elétrica;2025-05-31;6;Maturidade;40276;104241
CNPJ_07138;2445852;164362;2016-03-09;Padaria e confeitaria;2025-05-31;9;Maturidade;0;172
CNPJ_07139;2867375;-201813;2022-04-01;Construção de edifícios;2025-05-31;3;Expansão;0;0
CNPJ_07140;2190685;-76102;2015-07-09;Correios e entregas expressas;2025-05-31;10;Declínio;0;728
CNPJ_07141;118698;7821;2023-03-09;Armazenamento geral;2025-05-31;2;Expansão;446;0
CNPJ_07142;1669859;42520;2018-08-01;Construção de edifícios;2025-05-31;7;Maturidade;92100;10035
CNPJ_07143;114720261;1813316;1996-12-18;Hotéis e pousadas;2025-05-31;28;Declínio;0;0
CNPJ_07144;824022;8543;2017-07-26;Transporte rodoviário de carga;2025-05-31;8;Maturidade;4390;0
CNPJ_07145;71389;-4377;2021-03-23;Cultivo de trigo;2025-05-31;4;Expansão;0;0
CNPJ_07146;107917;2902;2020-09-04;Fabricação de produtos químicos;2025-05-31;5;Maturidade;0;0
CNPJ_07131;806537;7928;2018-12-29;Fabricação de móveis;2025-05-31;6;Maturidade;0;6460
CNPJ_07130;2639109;-237230;2014-04-29;Fabricação de produtos químicos;2025-05-31;11;Declínio;0;183
CNPJ_07129;1167677;-105948;2022-03-26;Obras de infraestrutura elétrica;2025-05-31;3;Expansão;14;0
CNPJ_07128;191672178;-28305819;1994-07-17;Fabricação de produtos químicos;2025-05-31;31;Declínio;85;69
CNPJ_07112;23920271;19746;2014-03-28;Comércio varejista de alimentos;2025-05-31;11;Declínio;0;0
CNPJ_07113;1085073;72387;2018-12-28;Produção de ferro-gusa;2025-05-31;6;Maturidade;157;0
CNPJ_07114;2471623;-128188;2014-01-16;Telecomunicações sem fio;2025-05-31;11;Declínio;0;0
CNPJ_07115;139235;-1457;2019-12-23;Fabricação de caminhões e ônibus;2025-05-31;5;Maturidade;0;110
CNPJ_07116;2236578;162281;2020-11-01;Cultivo de soja;2025-05-31;5;Maturidade;3627503;988482
CNPJ_07117;310032;22600;2021-08-08;Hotéis e pousadas;2025-05-31;4;Expansão;0;0
CNPJ_07118;946842;-92031;2014-02-03;Fabricação de automóveis;2025-05-31;11;Declínio;116047;1550666
CNPJ_07147;186815;-2526;2020-12-29;Distribuição de energia elétrica;2025-05-31;4;Expansão;9;0
CNPJ_07119;2858752;379340;2016-02-23;Televisão aberta;2025-05-31;9;Maturidade;0;75
CNPJ_07121;1322572;-20117;2021-08-18;Montagem industrial;2025-05-31;4;Expansão;0;0
CNPJ_07122;343030;25914;2021-05-02;Correios e entregas expressas;2025-05-31;4;Expansão;0;55
CNPJ_07123;2216906;175306;2014-05-08;Hotéis e pousadas;2025-05-31;11;Declínio;0;0
CNPJ_07124;910353;15820;2016-07-09;Geração de energia elétrica;2025-05-31;9;Maturidade;234;0
CNPJ_07125;281578;19762;2020-07-20;Telecomunicações sem fio;2025-05-31;5;Maturidade;19;44
CNPJ_07126;262661;-18003;2023-10-24;Hotéis e pousadas;2025-05-31;2;Expansão;185553;140030
CNPJ_07127;111336;4174;2023-03-04;Construção de barragens;2025-05-31;2;Expansão;43;0
CNPJ_07120;1790080;-74198;2015-10-22;Seguros de vida;2025-05-31;10;Declínio;4251;0
CNPJ_07111;2488001;-242773;2019-05-25;Televisão aberta;2025-05-31;6;Maturidade;0;1793
CNPJ_07148;682131;50075;2016-06-15;Transporte ferroviário de carga;2025-05-31;9;Maturidade;0;216
CNPJ_07150;146035554;-7510975;1996-01-27;Cultivo de trigo;2025-05-31;29;Declínio;0;0
CNPJ_07171;1271658;120121;2016-07-14;Fabricação de automóveis;2025-05-31;9;Maturidade;271305;130410
CNPJ_07172;1807834;75339;2019-11-12;Consultoria empresarial;2025-05-31;6;Maturidade;0;26
CNPJ_07173;2019896;79230;2015-02-06;Comércio atacadista de medicamentos;2025-05-31;10;Declínio;0;14
CNPJ_07174;2619553;-160102;2014-12-23;Cultivo de trigo;2025-05-31;10;Declínio;0;16
CNPJ_07175;715053;8283;2022-07-21;Restaurantes e similares;2025-05-31;3;Expansão;0;0
CNPJ_07176;194541;-3342;2021-03-12;Restaurantes e similares;2025-05-31;4;Expansão;12036;5458
CNPJ_07177;1507961;35365;2017-02-13;Transporte rodoviário de carga;2025-05-31;8;Maturidade;122481;1540284
CNPJ_07178;2181333;210091;2016-08-09;Seguros de vida;2025-05-31;9;Maturidade;0;395
CNPJ_07179;6947444;474571;2007-02-05;Fabricação de automóveis;2025-05-31;18;Declínio;6421;348
CNPJ_07180;129196;10201;2022-06-11;Comércio varejista de alimentos;2025-05-31;3;Expansão;5272266;848395
CNPJ_07181;1137805;-53365;2019-07-04;Construção de edifícios;2025-05-31;6;Maturidade;541;432
CNPJ_07182;16064683;-1182088;2008-02-24;Montagem industrial;2025-05-31;17;Declínio;0;0
CNPJ_07183;258566;-1044;2019-12-10;Transporte rodoviário de carga;2025-05-31;5;Maturidade;7284;561
CNPJ_07184;1693613;-59896;2015-06-30;Comércio atacadista de calçados;2025-05-31;10;Declínio;104;55
CNPJ_07185;919651;-58105;2019-12-12;Armazenamento geral;2025-05-31;5;Maturidade;0;76
CNPJ_07170;202439;10257;2022-01-21;Produção cinematográfica;2025-05-31;3;Expansão;0;141
CNPJ_07169;13538465;-119149;2003-04-11;Armazenamento geral;2025-05-31;22;Declínio;65;0
CNPJ_07168;1541848;29604;2014-12-30;Geração de energia elétrica;2025-05-31;10;Declínio;351231;213218
CNPJ_07167;597973;-27592;2018-07-30;Administração pública;2025-05-31;7;Maturidade;0;96
CNPJ_07151;11174899;-412770;2005-11-03;Televisão aberta;2025-05-31;20;Declínio;0;0
CNPJ_07152;1206835;117530;2022-04-23;Padaria e confeitaria;2025-05-31;3;Expansão;0;108959
CNPJ_07153;722671;56619;2015-09-25;Correios e entregas expressas;2025-05-31;10;Declínio;0;588
CNPJ_07154;2462392;39179;2022-10-26;Fabricação de caminhões e ônibus;2025-05-31;3;Expansão;96;2701
CNPJ_07155;34229216;2422070;2010-12-01;Comércio atacadista de tecidos;2025-05-31;14;Declínio;59;0
CNPJ_07156;18800431;-899755;2005-12-05;Seguros de vida;2025-05-31;19;Declínio;311237;191082
CNPJ_07157;106123298;-1674238;1995-06-05;Produção cinematográfica;2025-05-31;30;Declínio;0;0
CNPJ_07149;2921131;-172091;2019-06-20;Produção de ferro-gusa;2025-05-31;6;Maturidade;0;30209
CNPJ_07158;16360204;-916196;2014-07-21;Cultivo de arroz;2025-05-31;11;Declínio;0;0
CNPJ_07160;2718934;177132;2020-12-31;Fabricação de automóveis;2025-05-31;4;Expansão;0;752
CNPJ_07161;225442;6547;2022-10-09;Hotéis e pousadas;2025-05-31;3;Expansão;133;0
CNPJ_07162;845576;-24405;2022-04-05;Hotéis e pousadas;2025-05-31;3;Expansão;91437;5564
CNPJ_07163;179308005;21788794;2011-04-06;Extração de minério de ferro;2025-05-31;14;Declínio;108;0
CNPJ_07164;7614172;627040;2003-12-30;Geração de energia elétrica;2025-05-31;21;Declínio;3423;3754
CNPJ_07165;206461;17100;2020-07-08;Engenharia civil;2025-05-31;5;Maturidade;0;0
CNPJ_07166;1434751;-50615;2015-06-16;Hotéis e pousadas;2025-05-31;10;Declínio;0;0
CNPJ_07159;322071;2216;2017-04-12;Cultivo de milho;2025-05-31;8;Maturidade;26164;1320173
CNPJ_07110;130340;-17766;2021-09-18;Consultoria empresarial;2025-05-31;4;Expansão;1205;0
CNPJ_07109;1549354;-102206;2014-10-15;Cultivo de trigo;2025-05-31;11;Declínio;0;498
CNPJ_07108;580974;-20794;2021-12-24;Fabricação de papel;2025-05-31;3;Expansão;0;0
CNPJ_07053;274341;-22290;2022-06-03;Geração de energia elétrica;2025-05-31;3;Expansão;417;1111
CNPJ_07054;30595209;-2358881;2011-11-28;Armazenamento geral;2025-05-31;14;Declínio;0;128
CNPJ_07055;96667094;-820991;2015-11-15;Fabricação de móveis;2025-05-31;10;Declínio;96;0
CNPJ_07056;1074032;-91305;2020-10-18;Fabricação de papel;2025-05-31;5;Maturidade;11668;0
CNPJ_07057;133726718;1407731;2002-01-22;Padaria e confeitaria;2025-05-31;23;Declínio;320942;41997
CNPJ_07058;1585100;197894;2017-09-23;Montagem industrial;2025-05-31;8;Maturidade;0;1388
CNPJ_07059;131587;-5575;2020-04-12;Geração de energia elétrica;2025-05-31;5;Maturidade;165773;114122
CNPJ_07060;16033679;774800;2002-09-28;Obras de infraestrutura elétrica;2025-05-31;23;Declínio;16079;0
CNPJ_07061;1932911;99176;2019-09-28;Comércio atacadista de tecidos;2025-05-31;6;Maturidade;728582;125717
CNPJ_07062;77941;-10848;2022-07-15;Atividades de bancos múltiplos;2025-05-31;3;Expansão;15;0
CNPJ_07063;222936;18543;2022-02-10;Extração de minério de ferro;2025-05-31;3;Expansão;4202;2222
CNPJ_07064;808194;9244;2022-04-02;Cultivo de milho;2025-05-31;3;Expansão;15611998;6696766
CNPJ_07065;2346591;-59101;2019-10-11;Cultivo de milho;2025-05-31;6;Maturidade;14832559;4084178
CNPJ_07066;2190768;147629;2022-01-20;Extração de petróleo e gás natural;2025-05-31;3;Expansão;0;0
CNPJ_07067;2519800;-20588;2020-07-17;Defesa nacional;2025-05-31;5;Maturidade;0;33
CNPJ_07052;2150597;136630;2021-06-17;Produção de alumínio;2025-05-31;4;Expansão;54;60
CNPJ_07051;59990;2969;2023-02-28;Defesa nacional;2025-05-31;2;Expansão;0;0
CNPJ_07050;1484569;-198573;2018-05-14;Comércio atacadista de calçados;2025-05-31;7;Maturidade;0;358
CNPJ_07049;276916;4288;2021-02-28;Educação superior;2025-05-31;4;Expansão;60585;10024
CNPJ_07033;51412;1659;2021-07-14;Televisão aberta;2025-05-31;4;Expansão;0;6474
CNPJ_07034;134178;4355;2020-12-13;Televisão por assinatura;2025-05-31;4;Expansão;542;0
CNPJ_07035;129265;-10037;2023-12-18;Comércio atacadista de medicamentos;2025-05-31;1;Início;1255304;694160
CNPJ_07036;240681;-19719;2022-06-25;Planos de saúde;2025-05-31;3;Expansão;45;49
CNPJ_07037;129422702;-12487023;2013-11-07;Televisão por assinatura;2025-05-31;12;Declínio;0;0
CNPJ_07038;244985;-20228;2019-01-24;Consultoria empresarial;2025-05-31;6;Maturidade;0;6109
CNPJ_07039;31675185;2406590;2002-07-03;Extração de petróleo e gás natural;2025-05-31;23;Declínio;312339;82856
CNPJ_07068;948081;-12311;2021-02-10;Defesa nacional;2025-05-31;4;Expansão;178492;31848
CNPJ_07040;1575463;-106398;2017-12-19;Cultivo de milho;2025-05-31;7;Maturidade;310;0
CNPJ_07042;622211;-44973;2018-10-27;Transporte rodoviário de carga;2025-05-31;7;Maturidade;887;39
CNPJ_07043;137946;-8856;2019-06-04;Cultivo de milho;2025-05-31;6;Maturidade;3239;0
CNPJ_07044;2493002;-82708;2017-04-03;Cultivo de arroz;2025-05-31;8;Maturidade;1154;151
CNPJ_07045;205980;-19189;2021-09-22;Comércio atacadista de calçados;2025-05-31;4;Expansão;69571;86186
CNPJ_07046;81568767;5397032;2006-12-18;Engenharia civil;2025-05-31;18;Declínio;0;3727
CNPJ_07047;1487370;77217;2018-04-16;Produção de alumínio;2025-05-31;7;Maturidade;1143;1878
CNPJ_07048;1977493;-4743;2018-10-14;Cultivo de arroz;2025-05-31;7;Maturidade;274069;114608
CNPJ_07041;2455305;-316745;2020-04-15;Extração de minério de ferro;2025-05-31;5;Maturidade;125;87
CNPJ_07069;5695462;-193439;2021-11-25;Cultivo de arroz;2025-05-31;4;Expansão;10548082;3831799
CNPJ_07070;18632012;-403249;2021-05-02;Padaria e confeitaria;2025-05-31;4;Expansão;522;0
CNPJ_07071;2508198;-5074;2016-04-18;Consultoria empresarial;2025-05-31;9;Maturidade;0;0
